,organization_id,animal_id,animal_type,age,attributes.declawed,attributes.house_trained,attributes.shots_current,attributes.spayed_neutered,attributes.special_needs,breeds.mixed,breeds.primary,breeds.secondary,breeds.unknown,coat,colors.primary,colors.secondary,colors.tertiary,contact.address.address1,contact.address.address2,contact.address.city,contact.address.country,contact.address.postcode,contact.address.state,contact.email,contact.phone,description,distance,environment.cats,environment.children,environment.dogs,gender,id,name,organization_id,photos,published_at,size,species,status,status_changed_at,tags,type,url
10,co441,46175419,dog,Adult,,True,True,True,False,True,Dachshund,Terrier,False,,,,,,,Windsor,US,80550,CO,bigbonesrescue@gmail.com,(970) 310-3616,"Wiggles is a 3 year old, male, Dachshund mix. This long and lean boy is an active little man and...",,,True,True,Male,46175419,Wiggles,CO441,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46175419/1/?bust=1570193098&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46175419/1/?bust=1570193098&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46175419/1/?bust=1570193098&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46175419/1/?bust=1570193098'}]",2019-10-04T12:45:20+0000,Medium,Dog,adoptable,2019-10-04T12:45:20+0000,[],Dog,https://www.petfinder.com/dog/wiggles-46175419/co/windsor/big-bones-canine-rescue-co441/?referrer_id=fca03fd2-4e0a-4ce2-8e22-f033e2ea97ac
11,co441,46175417,dog,Adult,,True,True,True,False,True,Shepherd,,False,,,,,,,Windsor,US,80550,CO,bigbonesrescue@gmail.com,(970) 310-3616,"Kona is a 2 year old, female, Shepherd mix that came from Oklahoma. She was a stray dog many locals...",,,True,True,Female,46175417,Kona,CO441,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46175417/1/?bust=1570193013&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46175417/1/?bust=1570193013&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46175417/1/?bust=1570193013&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46175417/1/?bust=1570193013'}]",2019-10-04T12:43:42+0000,Medium,Dog,adoptable,2019-10-04T12:43:42+0000,[],Dog,https://www.petfinder.com/dog/kona-46175417/co/windsor/big-bones-canine-rescue-co441/?referrer_id=fca03fd2-4e0a-4ce2-8e22-f033e2ea97ac
12,co441,46175415,dog,Adult,,True,True,True,False,True,English Bulldog,,False,,,,,,,Windsor,US,80550,CO,bigbonesrescue@gmail.com,(970) 310-3616,"Hercules! Hercules! Hercules is an awesome smash face, aka English Bulldog, looking for a forever home. Hercules lost his family...",,,True,True,Male,46175415,Hercules,CO441,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46175415/1/?bust=1570192858&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46175415/1/?bust=1570192858&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46175415/1/?bust=1570192858&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46175415/1/?bust=1570192858'}]",2019-10-04T12:41:23+0000,Large,Dog,adoptable,2019-10-04T12:41:23+0000,[],Dog,https://www.petfinder.com/dog/hercules-46175415/co/windsor/big-bones-canine-rescue-co441/?referrer_id=fca03fd2-4e0a-4ce2-8e22-f033e2ea97ac
13,co441,46175414,dog,Adult,,True,True,True,False,True,Irish Wolfhound,,False,,,,,,,Windsor,US,80550,CO,bigbonesrescue@gmail.com,(970) 310-3616,Lady! Lady is a 90 lb (albeit a tad on the f-a-t side) wolfhound mix. She about lab height. She’s...,,,True,True,Female,46175414,Lady,CO441,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46175414/1/?bust=1570192793&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46175414/1/?bust=1570192793&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46175414/1/?bust=1570192793&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46175414/1/?bust=1570192793'}]",2019-10-04T12:40:10+0000,Large,Dog,adoptable,2019-10-04T12:40:10+0000,[],Dog,https://www.petfinder.com/dog/lady-46175414/co/windsor/big-bones-canine-rescue-co441/?referrer_id=fca03fd2-4e0a-4ce2-8e22-f033e2ea97ac
14,co441,46132758,dog,Adult,,True,True,True,False,True,Mastiff,,False,,,,,,,Windsor,US,80550,CO,bigbonesrescue@gmail.com,(970) 310-3616,"Blue is his name, Mastiff is his game. That’s right. This guy mastiffs. What does that mean? It means he’s...",,,True,True,Male,46132758,Blue,CO441,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46132758/1/?bust=1569846295&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46132758/1/?bust=1569846295&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46132758/1/?bust=1569846295&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46132758/1/?bust=1569846295'}]",2019-09-30T12:25:04+0000,Extra Large,Dog,adoptable,2019-09-30T12:25:04+0000,[],Dog,https://www.petfinder.com/dog/blue-46132758/co/windsor/big-bones-canine-rescue-co441/?referrer_id=fca03fd2-4e0a-4ce2-8e22-f033e2ea97ac
15,co441,46110854,dog,Adult,,True,True,True,False,True,Mastiff,,False,,,,,,,Windsor,US,80550,CO,bigbonesrescue@gmail.com,(970) 310-3616,"Ladies and gentlemen, if you need someone to keep you warm this winter, we have just the guy for you....",,,True,True,Male,46110854,Zeus,CO441,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46110854/1/?bust=1569607155&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46110854/1/?bust=1569607155&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46110854/1/?bust=1569607155&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46110854/1/?bust=1569607155'}]",2019-09-27T17:59:22+0000,Extra Large,Dog,adoptable,2019-09-27T17:59:22+0000,[],Dog,https://www.petfinder.com/dog/zeus-46110854/co/windsor/big-bones-canine-rescue-co441/?referrer_id=fca03fd2-4e0a-4ce2-8e22-f033e2ea97ac
16,co441,46110848,dog,Adult,,True,True,True,False,True,English Bulldog,,False,,,,,,,Windsor,US,80550,CO,bigbonesrescue@gmail.com,(970) 310-3616,Buster! Buster is an amazing boy who is finally ready to start looking for his forever home! Buster is approx...,,,True,True,Male,46110848,Buster,CO441,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46110848/1/?bust=1569607089&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46110848/1/?bust=1569607089&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46110848/1/?bust=1569607089&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46110848/1/?bust=1569607089'}]",2019-09-27T17:58:33+0000,Large,Dog,adoptable,2019-09-27T17:58:33+0000,[],Dog,https://www.petfinder.com/dog/buster-46110848/co/windsor/big-bones-canine-rescue-co441/?referrer_id=fca03fd2-4e0a-4ce2-8e22-f033e2ea97ac
17,co441,46110841,dog,Adult,,True,True,True,False,True,Shepherd,,False,,,,,,,Windsor,US,80550,CO,bigbonesrescue@gmail.com,(970) 310-3616,Mocha! It’s almost the season for yummy coffee drinks so we think this gorgeous chocolatey girl is just what’s in...,,,True,True,Female,46110841,Mocha,CO441,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46110841/1/?bust=1569606984&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46110841/1/?bust=1569606984&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46110841/1/?bust=1569606984&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46110841/1/?bust=1569606984'}]",2019-09-27T17:56:32+0000,Large,Dog,adoptable,2019-09-27T17:56:32+0000,[],Dog,https://www.petfinder.com/dog/mocha-46110841/co/windsor/big-bones-canine-rescue-co441/?referrer_id=fca03fd2-4e0a-4ce2-8e22-f033e2ea97ac
18,co441,46065953,dog,Baby,,True,True,True,False,True,Boxer,,False,,,,,,,Windsor,US,80550,CO,bigbonesrescue@gmail.com,(970) 310-3616,"Trixie!! Trixie is an adorable, female, Boxer mix looking for a forever home! She’s recently come to CO from a...",,,True,True,Female,46065953,Trixie,CO441,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46065953/1/?bust=1569238863&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46065953/1/?bust=1569238863&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46065953/1/?bust=1569238863&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46065953/1/?bust=1569238863'}]",2019-09-23T11:41:12+0000,Extra Large,Dog,adoptable,2019-09-23T11:41:12+0000,[],Dog,https://www.petfinder.com/dog/trixie-46065953/co/windsor/big-bones-canine-rescue-co441/?referrer_id=fca03fd2-4e0a-4ce2-8e22-f033e2ea97ac
19,co441,46065951,dog,Baby,,True,True,True,False,True,Hound,,False,,,,,,,Windsor,US,80550,CO,bigbonesrescue@gmail.com,(970) 310-3616,Waylon ?? 3-4 mo ?? Male ?? Hound mix ?? Fort Lupton ?? $400,,,True,True,Male,46065951,Waylon,CO441,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46065951/1/?bust=1569238776&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46065951/1/?bust=1569238776&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46065951/1/?bust=1569238776&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46065951/1/?bust=1569238776'}]",2019-09-23T11:39:44+0000,Large,Dog,adoptable,2019-09-23T11:39:44+0000,[],Dog,https://www.petfinder.com/dog/waylon-46065951/co/windsor/big-bones-canine-rescue-co441/?referrer_id=fca03fd2-4e0a-4ce2-8e22-f033e2ea97ac
20,co441,46065948,dog,Young,,True,True,True,False,True,Hound,,False,,,,,,,Windsor,US,80550,CO,bigbonesrescue@gmail.com,(970) 310-3616,Willie ?? 3-4 mo ?? Male ?? Hound mix ?? Fort Lupton ?? $400,,,True,True,Male,46065948,Willie,CO441,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46065948/1/?bust=1569238727&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46065948/1/?bust=1569238727&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46065948/1/?bust=1569238727&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46065948/1/?bust=1569238727'}]",2019-09-23T11:39:00+0000,Large,Dog,adoptable,2019-09-23T11:39:00+0000,[],Dog,https://www.petfinder.com/dog/willie-46065948/co/windsor/big-bones-canine-rescue-co441/?referrer_id=fca03fd2-4e0a-4ce2-8e22-f033e2ea97ac
21,co441,46065945,dog,Adult,,True,True,True,False,True,Great Dane,,False,,,,,,,Windsor,US,80550,CO,bigbonesrescue@gmail.com,(970) 310-3616,"Reece is a 1 year old, female, Great Dane. She’s in foster care in Arvada and is dog, cat, and...",,,True,True,Female,46065945,Reece,CO441,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46065945/1/?bust=1569238606&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46065945/1/?bust=1569238606&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46065945/1/?bust=1569238606&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46065945/1/?bust=1569238606'}]",2019-09-23T11:36:53+0000,Extra Large,Dog,adoptable,2019-09-23T11:36:53+0000,[],Dog,https://www.petfinder.com/dog/reece-46065945/co/windsor/big-bones-canine-rescue-co441/?referrer_id=fca03fd2-4e0a-4ce2-8e22-f033e2ea97ac
22,co441,46065940,dog,Adult,,True,True,True,False,True,Great Dane,,False,,,,,,,Windsor,US,80550,CO,bigbonesrescue@gmail.com,(970) 310-3616,"Elvira is a 1 year old, female, Great Dane. She’s dog and kid friendly and located in Arvada. Her adoption...",,,True,True,Female,46065940,Elvira,CO441,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46065940/1/?bust=1569238564&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46065940/1/?bust=1569238564&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46065940/1/?bust=1569238564&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46065940/1/?bust=1569238564'}]",2019-09-23T11:36:12+0000,Extra Large,Dog,adoptable,2019-09-23T11:36:12+0000,[],Dog,https://www.petfinder.com/dog/elvira-46065940/co/windsor/big-bones-canine-rescue-co441/?referrer_id=fca03fd2-4e0a-4ce2-8e22-f033e2ea97ac
23,co441,46065931,dog,Adult,,True,True,True,False,True,Saint Bernard,,False,,,,,,,Windsor,US,80550,CO,bigbonesrescue@gmail.com,(970) 310-3616,"Opal is just as beautiful as her name implies. Opal is a 3 year old, female, Saint Bernard mix. She’s...",,,True,True,Female,46065931,Opal,CO441,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46065931/1/?bust=1569238426&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46065931/1/?bust=1569238426&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46065931/1/?bust=1569238426&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46065931/1/?bust=1569238426'}]",2019-09-23T11:34:07+0000,Extra Large,Dog,adoptable,2019-09-23T11:34:07+0000,[],Dog,https://www.petfinder.com/dog/opal-46065931/co/windsor/big-bones-canine-rescue-co441/?referrer_id=fca03fd2-4e0a-4ce2-8e22-f033e2ea97ac
24,co441,46029998,dog,Baby,,True,True,True,True,True,American Bulldog,,False,,,,,,,Windsor,US,80550,CO,bigbonesrescue@gmail.com,(970) 310-3616,Special needs adopters!!! Nikki needs you! This baby girl is around 10 weeks old and is said to be an...,,,True,True,Female,46029998,Nikki,CO441,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46029998/1/?bust=1568895023&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46029998/1/?bust=1568895023&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46029998/1/?bust=1568895023&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/46029998/1/?bust=1568895023'}]",2019-09-19T12:10:46+0000,Large,Dog,adoptable,2019-09-19T12:10:46+0000,[],Dog,https://www.petfinder.com/dog/nikki-46029998/co/windsor/big-bones-canine-rescue-co441/?referrer_id=fca03fd2-4e0a-4ce2-8e22-f033e2ea97ac
25,co441,45985393,dog,Adult,,True,True,True,False,True,Labrador Retriever,,False,,,,,,,Windsor,US,80550,CO,bigbonesrescue@gmail.com,(970) 310-3616,"This is Marley! And let me tell you, there’s just something about Marley. He’s a very playful guy with springs...",,,True,True,Male,45985393,Marley,CO441,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45985393/1/?bust=1568639322&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45985393/1/?bust=1568639322&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45985393/1/?bust=1568639322&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45985393/1/?bust=1568639322'}]",2019-09-16T13:08:50+0000,Large,Dog,adoptable,2019-09-16T13:08:50+0000,[],Dog,https://www.petfinder.com/dog/marley-45985393/co/windsor/big-bones-canine-rescue-co441/?referrer_id=fca03fd2-4e0a-4ce2-8e22-f033e2ea97ac
26,co441,45985392,dog,Adult,,True,True,True,False,True,Cane Corso,,False,,,,,,,Windsor,US,80550,CO,bigbonesrescue@gmail.com,(970) 310-3616,"Katie! ??. Katie is a 3-4 year old, female, Cane Corso. This girl has it all. She has the looks...",,,True,True,Female,45985392,Katie,CO441,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45985392/1/?bust=1568639251&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45985392/1/?bust=1568639251&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45985392/1/?bust=1568639251&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45985392/1/?bust=1568639251'}]",2019-09-16T13:07:44+0000,Extra Large,Dog,adoptable,2019-09-16T13:07:44+0000,[],Dog,https://www.petfinder.com/dog/katie-45985392/co/windsor/big-bones-canine-rescue-co441/?referrer_id=fca03fd2-4e0a-4ce2-8e22-f033e2ea97ac
